0,0.727284021602189
1,0.7640062964595421
2,0.7905032337279078
3,0.7193612708942303
4,0.833641500073524
5,0.7109611068043363
6,0.7773441296309315
7,0.750443699623435
8,0.7308148112615027
9,0.778786609918737
10,0.732053557724057
11,0.6203262279467568
12,0.7621113253719239
13,0.7391133465514216
14,0.7027291897180592
15,0.8757923928612255
16,0.8004581402376432
17,0.7411750869535347
18,0.8464853511904137
19,0.7916020475557985
20,0.5772334226834407
21,0.7349575113973059
22,0.8074378723778023
23,0.7541335598489566
24,0.7833474757838548
25,0.6662919303885684
26,0.6708002265156232
27,0.7639988186258151
28,0.7943733949518311
29,0.8732766245565001
30,0.672592610280038
31,0.7818650707892687
32,0.6799959545173433
33,0.764862412832139
34,0.7173884890302186
35,0.8022652037118086
0,0.8493950765472555
1,0.7088534689482683
2,0.7954236835723899
3,0.705080649901414
4,0.8603901345728651
5,0.7575757575757577
6,0.7073537000348362
7,0.8291217285655904
8,0.8356287141323655
9,0.7634648111459452
