1,0.1191086
2,0.09990369
3,0.059941158
4,0.020693108
5,0.066306904
6,0.012049515
7,0.011156121
8,0.02357841
9,0.019870581
10,0.011536694
11,0.010197582
12,0.011084959
13,0.0044619925
14,0.0048273373
15,0.0057784608
16,0.005686787
17,0.005858084
18,0.005694239
19,0.0052165096
20,0.00864815
21,0.0050519207
22,0.0042748237
23,0.00418703
24,0.010544439
25,0.008848277
26,0.006787208
27,0.006593548
28,0.0090314
29,0.0074193073
30,0.0055241203
31,0.008018777
32,0.0153320255
33,0.0037826514
34,0.009293566
35,0.01165578
36,0.008166777
37,0.006772032
38,0.011977073
39,0.00854837
40,0.007652285
41,0.0047290046
42,0.008845661
43,0.00671105
44,0.011041466
45,0.00958611
46,0.007770236
47,0.008545754
48,0.0036529633
49,0.0084857065
50,0.0056262817
51,0.004550393
52,0.0018069304
53,0.008894101
54,0.008564991
55,0.005816083
56,0.011903167
57,0.007828582
58,0.002684637
59,0.0040700613
60,0.007395276
61,0.005204606
62,0.0021667967
63,0.008377818
64,0.005159567
65,0.00851598
66,0.0016771972
67,0.0047652377
68,0.008270368
69,0.012545967
70,0.005569148
71,0.00937647
72,0.004610319
73,0.010991004
74,0.0076860297
75,0.008373864
76,0.003055234
77,0.012836741
78,0.0018626403
79,0.011918372
80,0.007295326
81,0.011159179
82,0.0037142602
83,0.005022448
84,0.0032993157
85,0.001707227
86,0.0016378465
87,0.0057219295
88,0.0049902936
89,0.0046182866
90,0.0044162488
91,0.008841352
92,0.006249078
93,0.0054375925
94,0.009390132
95,0.004930906
96,0.0023252298
97,0.011525881
98,0.008131332
99,0.009307036
100,0.006400124
101,0.0064761345
102,0.010874783
103,0.010069816
104,0.01219155
105,0.0050045126
106,0.012620145
107,0.005933571
108,0.010269618
109,0.0062635792
110,0.0023033747
111,0.0057871956
112,0.0061785323
113,0.013551937
114,0.009887619
115,0.006487609
116,0.008054106
117,0.007655477
118,0.0058475155
119,0.0075872657
120,0.0025985092
121,0.0017443099
122,0.0028158044
123,0.009861613
